,id,sentence,label,source,category,subject_word,subject_start,subject_end,subject_type,object_word,object_start,object_end,object_type
946,32499,"50만에 달하는 이탈리아군에 대해 영국군이 3만 5000명 정도라는 절대적인 열세에 고, 알아본 중에서도 절반이 전투 부대였다.",org:number_of_employees/members,wikipedia,org,영국군,19,21,ORG,3만 5000명,24,31,NOH
947,32500,"10만 명 달하는 이탈리아군에 비해 영국군은 3만 5000명이라는 절대적인 열세였고, 그중 거의 도 절반이 전투 부대였다.",org:number_of_employees/members,wikipedia,org,영국군,20,22,ORG,3만 5000명,25,32,NOH
948,32501,50만 명 달하는 이탈리아군에 비해 영국군은 3만 5000명 정도라는 절대적인 규모였는데 고 그중에서도 대부분 이 전투 부대였다.,org:number_of_employees/members,wikipedia,org,영국군,20,22,ORG,3만 5000명,25,32,NOH
949,32502,순천시는 주민자치형 공공 서비스 구축 사위 주문력 강화을 위한 마을 직분 복지 획 수립을 위해 3 월 한 달 동안 13개 동별로 ‘ 찾아가는 전문가 자문 ’을 통해 그 간 진행됐 던 공공서비스 활동을 되돌아보 고 마을 마을 사업을 도출했다.,org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,64,66,NOH
950,32503,순천시는 주민자치형 공공복지사업과 주문력화를 통한 마을복지계계 수립을 위해 10월 한 달 동안 13개 자치구 별 동로 찾아가는 전문가 전문가 컨설팅을 통해 그 간 동안 했던 공공 공공 활동도 돌아보고 동 별 과제 과제를 했다.,org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,53,55,NOH
951,32504,순천시는 주민자치형 공공서비스 구축과 주문력 강화를 위한 마을 복지 계획 수립을 위해 10월 두 달 동안 13개 동별로 ‘ 찾아가는 공공 컨설팅'을 통해 수년간 추진했던 공공복지사업을 돌아보고 마을별 과제 과제 도출했다.,org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,59,61,NOH
952,32505,순천시는 주민자치형 공공서비스 제공과 공공 력 강화를 위한 마을 복지 계획 작성을 위해 10월 한 달 동안 13개 마을 별로 ‘ 찾아가는 전문가 컨설팅 ’ 코리안 통해 그동안 추진했던 공공서비스 사업을 돌아보고 마을별 과제를 도출했다.,org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,60,62,NOH
953,32506,순천시가 주민자치형 공공서비스 구축과 공공 력 향상을 위한 마을 복지직 획 수립을 위해 10 10한 달 동안 13개 동별로 ’ 찾아가는 전문가 컨설팅 ’을 지금 하지 추긴 했 찮 공공 공공 활동 활동 돌아보고 마을별 과제를 도출했다.,org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,61,63,NOH
954,32507,"25일 광산구는 광주 송남 역 앞 건물, 구 청사를 포함해 광산구 21개 동 행정 주민 센터, 광산구 어린이 도서관, 버스승강장 등 104곳 곳에 ‘ 라차 창작, 힘내요 ’로 시작하는 크 고 작은 현수막 설치를 마쳤다.",org:number_of_employees/members,wikitree,org,광산구,4,6,ORG,21개,37,39,NOH
955,32508,"2 일 광산구가 광주 광산구 정역 앞 건물, 구 청사를 비롯한 광산구 21개 동 행정복지센터, 광산구립 도서관, 버스승강장 등 104곳 외벽에 ‘ 힘내 차차, 힘내 차차 ’로 시작하는 크고 작은 현수막 설치를 마쳤다.",org:number_of_employees/members,wikitree,org,광산구,4,6,ORG,21개,39,41,NOH
956,32509,"25일 광산구는 이날 송정역 앞 건물, 구 전무를 비롯해 광산구 21개 동 행정복지센터, 광산구립 도서관, 버스승강류 등 104곳 외벽에 ‘ 라차 힘내요 힘내요 산물로 시작 내려지는 크고 작은 현수막 설치를 마쳤다.",org:number_of_employees/members,wikitree,org,광산구,4,6,ORG,21개,36,38,NOH
957,32510,"25일 광산구는 광주송정역 앞 광장, 광산구 청사에 포함 한 광산구 21개 동 행정 복지당, 광산구 립립 서관, 버스승강장 등 104곳 외벽에 이에 으라차차, 힘내요 ’로 시작하는 크고 작 은 현수막 설치를 마쳤다.",org:number_of_employees/members,wikitree,org,광산구,4,6,ORG,21개,38,40,NOH
958,32511,"25. 광산구 시어머니는 송정역 앞 건물, 구 청사를 비롯한 광산구 21개 동 행정복지센터, 광산구립 도서관, 버스 승률 장 등 104곳 외벽에 ‘ 으라차차, 힘내요 ’로 시작하는 크 고 작은 현수막 설치를 마쳤다.",org:number_of_employees/members,wikitree,org,광산구,4,6,ORG,21개,38,40,NOH
959,32512,"더빈 의원은 "" 내이 만약 한국에 산다면 북한이 남한 에 퍼부을 핵과 미사일로부터 진시과 생명를 지키기 위해 되도록 많은 미사일 방어 시스템을 원할 것 같다. ( 한국인 여론 中 ) 왜 그런 정서가 논의를 지배하는 않는지 이해할수 없다. 나는 국가 안보와 방어가 ( 논의를 ) 지배야 한다고 확신 한다. 나 다만 ) 정부 내 일부 인사들이 사드가 경제가요 하기 때문 이라는 주장을 펴는 것이 매우 걱정스럽 다. 2만8천500명의 주한미군은 한국 국민 들의 생명 과 안전을 위해 자신들의 목숨을 걸고 있 으며, 주한미군이 한국 국민들을 보호하듯이 주한미군도 보호받아야 한다 "" 고 문 대통령에게 말했다.",org:number_of_employees/members,wikipedia,org,주한미군,240,243,ORG,2만8천500명,230,237,NOH
960,32513,"더빈 의원은 “ 내가 2017 대통령 에 있 면 북한이 한국에 퍼부을 수백 발의 미사일로부터 한국인 의 생명을 지키기 위해 되도록 많은 국가 방어 시스템 을 원할것 같다. ( 한국인들 질환 ) 왜 그런 정서가 논의를 지배하지 못하 는지 이해 할 수 없다. 나는 정교주의 와 방어가를 ( 샌디에이고 ) 지배해야 한다고 확신 한다 면서 ( 한국 ) 정부의 일부 인사가 사드가 한국 을 보호하기 위함이라는 주장을 펴는 것이 아닌지 걱정스럽린다. 2만8천500명의 주한미군 짜여 한국 국민들들 생명과 안전을 위해 그 들의 목숨을 걸고 있으며, 주한미군이 한국민 들을 보호하듯, 주한미군도 보호 인간아 야 한다 중 라고 문 대통령에게 촉구 했다.",org:number_of_employees/members,wikipedia,org,주한미군,256,259,ORG,2만8천500명,246,253,NOH
961,32514,"더 나아가 취직는 "" 내가 만약 한국에 산다 면 북한이 인민에 퍼부을 수백 발의 미사일로부터 情 의 생명 을 보호 기 위해서 되도록 많은 미사일 방어력 을 쓸 것 같다. 그러나 정치인 들은 ) 파기 그런 정서가 논의를 지배 지배 지 못하 는지 이해 [ unused349 ] 수 없다. 나는 국가 안보 와 방어 국방 ( 논의를 ) 지배해야 한다고 생각한다. ( 한국 ) 정부 내 일부 인사프레스 워 틸렌 미국만 보호하기 위함 ” 라는 주장 을 펴는 것이이 걱정스럽다. 2만8천500명의 주한미군은 한국 국민들의 생명과 안전을 위해 자신들의 목숨을 걸고 있으며, 주한미군이 한국 엘시티들을 보호 하듯이 주한미군도 보호받아아 총탄 "" 고 문 대통령은 말했다.",org:number_of_employees/members,wikipedia,org,주한미군,271,274,ORG,2만8천500명,261,268,NOH
962,32515,"빈 스팟테이너 "" 내가 만약 한국에 있다면 북한이 한국에 퍼부을 수백 개의 미사일으로 부터 한국인 의 생명 을 지키기 위해 되도록 많은 미사일 방어 시스템을 원할 것 같다. ( 한국인들은 ) 왜 그런 정서가 논의를 지배지 지 않지 이해할 수 없다 [ unused118 ] 나는 국가 안보 와 방어가 ( 달갑를 ) 지배해야 한다고 생각한다. ( 한국 ) 정부 내 일부 인사들이 사드가 한국 을 보호하기 위함이라는 주장을 펴는 것아 매우 걱정된 다. 2만8천500명의 주한미군은 한국 국민 들의 생명과 안전을 위해 자신 들의 목숨을 걸고 있으며, 주한미군이 한국 국민들을 보호하듯이 주한미군도 보호받아 야 한다 "" 고 문 대통령에게 말했다.",org:number_of_employees/members,wikipedia,org,주한미군,260,263,ORG,2만8천500명,250,257,NOH
963,32516,"더빈 의원은 "" 나 가 만약 한국에 산다다면 트램이 한국에 퍼부을 수백 발의 포탄 로부터 국민의 생명을 지키기 위해 되도록 공격은 미사일 방어 시스템을 원할 것 같다. ( 한국인들은 ) 왜 그런 내용가 논의를 지배하지 않는지 이해할 수 없 다. 나는 ( 안보와 방어가 ( 논의 를 ) 지배해야 한다고 생각한다. ( 한국 ) 정부 내 텔레콤 인사들이 사드가 미국을 보호하기 위함이라는 주장을 펴는 것이 매우 걱정스럽다. 2만8천500명의 주한미군은 한국 국민들의 생명과 안전을 위해 자신들의 목숨을 걸 수 있으며, 주한미군이 한국 국민들을 보호하듯이 주한미군도 보호받 커뮤니케이션야 한다 "" 고 문 대통령에 게 말했다.",org:number_of_employees/members,wikipedia,org,주한미군,244,247,ORG,2만8천500명,234,241,NOH
964,32517,또한 유럽 축구 연맹 서요 총 55개국 중에서 대한 축구 협회 가 주관하는 월드컵에서 본선 진출 티켓이 12 장이 배정되어 있 으므로 남미 다음으로 본선 진출 비율이 높은 편이다.,org:number_of_employees/members,wikipedia,org,유럽 축구 연맹,3,10,ORG,55개국,17,20,NOH
965,32518,또한 유럽 축구 연맹은 총 55개국 중에서 FIFA가 주최하는 월드컵에서 본선 진출 티켓이 13장 배정되어 있으므로 남미 다음으로 본선 진출 비율도 낮 은 편이다.,org:number_of_employees/members,wikipedia,org,유럽 축구 연맹,3,10,ORG,55개국,15,18,NOH
966,32519,"쫓 유럽 축구 연맹은 총 55개국 중에서 FIFA에서 주관하는 월드컵 본선 본선 진출 진출팀의 장이 구성되어 있으므로, 특약으로 본선 진출 비율이 높은 편이다.",org:number_of_employees/members,wikipedia,org,유럽 축구 연맹,2,9,ORG,55개국,14,17,NOH
967,32520,또한 유럽 축구 연맹은 총 55개국 중에서 FIFA가 주관되는 월드컵에서 월드컵 진출 티켓이 13장이 배정되어 있으므로 남미 지역으로 본선 직행 비율이 높은 편이다.,org:number_of_employees/members,wikipedia,org,유럽 축구 연맹,3,10,ORG,55개국,15,18,NOH
968,32521,또한 유럽 축구 연맹은 총 55개국 중에서 FIFA가 주관하는 월드컵에서 본선 진출 티켓이 13 고립 배정되어 있으므로 남미 다음 월드컵 본선 진출 비율도 높은 편이다.,org:number_of_employees/members,wikipedia,org,유럽 축구 연맹,3,10,ORG,55개국,15,18,NOH
969,32522,보헤미아 전선에서 24만 1000명의 오스트리아군을 이끌고 있던 사령관 아우 비리의 소유주 루트랄 네네츠 크 공작 은 갓 임명된 장군이라 전장의 지형을 잘 모를 황사만 아니라 오스트리아군은 전장식 소총에다 총검 검 점검에 주로 의존 덱는 시대식 전술을 펼쳤다.,org:number_of_employees/members,wikipedia,org,오스트리아군,21,26,ORG,1000명,14,18,NOH
970,32523,보헤미아 전선의 24만 1000명의 오스트리아군을 지휘하고 있는 사령관 루트비히 아우구스트 터 폰 베네데크 시끌은 갓 임명된 장군이라 전선의 지형을 잘 모를 뿐 만 아니도 오스트리아군은 전장용 소총에다 총검 돌격 전술에만 의존한 구시대적인 전술을 펼쳤다.,org:number_of_employees/members,wikipedia,org,오스트리아군,20,25,ORG,1000명,13,17,NOH
971,32524,보에 비아 전선의 24만 1000명의 오스트리아군을 거 느리 고 있던 사령관 볼 f 히 아우구스트 리터 폰 네네츠 크 장군은 갓 임명된 장군이 서 전선의 지형을 잘 모를 굽혀만었 라 오스트리아군 GS 전장식 소총을 총검 돌격 전이에 사용 시 하여 구시대적인 전술을 펼쳤다.,org:number_of_employees/members,wikipedia,org,오스트리아군,21,26,ORG,1000명,14,18,NOH
972,32525,"보헤미아 지역의 24만 1000명의 오스트리아군을 이끌고 있던 사령관 루트비히 아우구스트 리터 특파 베네데크 장군은 갓 임명한 장군이라 전선 전선 지형도 잘 모를 뿐이 아니, 오스트리아군은 독일 식 소총에다 총검 돌격 전술에만 197 하여 메이지 시대르르 작전 使 펼쳤다.",org:number_of_employees/members,wikipedia,org,오스트리아군,20,25,ORG,1000명,13,17,NOH
973,32526,아드 미아 전선의 1만 1000명 가까운 오스트리아군을 이끌고 갔던 사령관 아우야 비리 아우구스트 리터 폰 베네데크 장군은 새로 임명된 장군이라 전선의 사정을 잘 모를 뿐만 아니라 오스트리아군 맞춤 전장식 소총에다 총검 돌격검 돌격 에만 의존하여 구시대적인 작전을 펼쳤다.,org:number_of_employees/members,wikipedia,org,오스트리아군,23,28,ORG,1000명,13,17,NOH
974,32527,"유진그룹 ( 회장 유경선 ) 은 이날 유진 감독과 유진투자증권, 동양, 이에 이치치 ( EHC, 유진 홈 데이 · 유진 저축은, 한국저축 운 등 소속 직원 1159명명 대상 가계부보 호리에 대한 의식을 묻는 설문조사를 진행했다.",org:number_of_employees/members,wikitree,org,유진그룹,0,3,ORG,1159명,87,91,NOH
975,32528,"유진그룹 ( 회장 유경선 ] 은 최근 유진기업, 유진투자증권, 동양 / 이에 이 차 씨'EH 아수라장 ), 유진 홈 데이 · 유진 저축은행 그리고 한국 친하운 등 계열사 임직원 1159명을 대상 알맹이 여름휴가에 대한 의식을 묻는 설문조사 s 진행했다.",org:number_of_employees/members,wikitree,org,유진그룹,0,3,ORG,1159명,99,103,NOH
976,32529,"유진그룹'회장 유진 선 ) 은 최근 유진기업, 유진 동양, 동양 ( 이에 이치 데이 ( EH 동양 ), 유진 홈 데이, 유진 저축은, 한국통운 등 계열사 임직원 1159명을 대상으로 여름휴가 휴가 대한 의식을 묻는 설문조사를 진행했다.",org:number_of_employees/members,wikitree,org,유진그룹,0,3,ORG,1159명,90,94,NOH
977,32530,"유진그룹 ( 회장 유경선 ) 은 최근 유진기업, 유진 동양, 동양, 이에 이 차 씨 자활 HC C) 와 유진 홈 데이, 유진 저축은행, 동양 저축 운운 계열사 직원 1159명을 대상으로 스웨에티 의식을 묻는 설문조사 조사 진행했다.",org:number_of_employees/members,wikitree,org,유진그룹,0,3,ORG,1159명,92,96,NOH
978,32531,"유진그룹 개소식 회장 컷 선 ) 은 최근 유진기업, 유진투자증권 까다로운, 이에 H 씨 ( EHC), 유진 홈 데이, 유진 저축은행, 한국통운 등 소속 임직원 1159명을 대상으로 환경에 대한 의식을 묻는 설문 조사를 진행했다.",org:number_of_employees/members,wikitree,org,유진그룹,0,3,ORG,1159명,89,93,NOH
979,32532,2년 28월 에는 문화방송 모어 MBC의 명예가 훼손되었다는 이유로 《 제대로 뉴스데스 크 》 와 《 파워업 PD시 첩일 〉 의 접속을 차단하라는 요청에 대하여 한국인터넷자율정책기구의 위원 10명 모두 ‘ 해당 없음 ’ 으로 결론지어 사실상 요청이 거부되었다.,org:number_of_employees/members,wikipedia,org,한국인터넷자율정책기구,90,100,ORG,10명,106,108,NOH
980,32533,"3 / 28일 MBC 는 국민 이 MBC의 명예가 훼손되었다는 이유로 《 제대로 뉴스데스크 》 와 〈 파워업 PD수첩 》 동영상의 접속을 차단하라는 요청에 대하, 한국인터넷자율정책기구의 위원 10명 모두 ‘ 해당 없 금호 ’ 세간 결론지어 사실상 요청이 거부되었다.",org:number_of_employees/members,wikipedia,org,한국인터넷자율정책기구,91,101,ORG,10명,107,109,NOH
981,32534,3월 28일에는 문화방송이 MBC의 명예가 훼손하 었다는 이유로 《 제대로 뉴스크 크 〉 》 《 파워업 PD큐 첩 > 동영상의 인터넷 을 차단하라는 요청에 관하 여 한국인터넷자율정책기구의 위원 10명이 ‘ 해당 없음 ’ 으로 결론지어 사실상 요청이 거부되었다.,org:number_of_employees/members,wikipedia,org,한국인터넷자율정책기구,92,102,ORG,10명,108,110,NOH
982,32535,3월 11 일에는 문화방송과 MBC의 명예가 훼손되었다는 이유로 》 제대로 뉴스리 크 》 와 《 파워업 PD수 郞 》 등 의 접속을 차단하라는 요청에 푸념여 한국인터넷자율정책기구의 위원 10명 모두 ‘ 해당 없음 으로 한참 단정 지어 사실상 요청이 거부 되 었다.,org:number_of_employees/members,wikipedia,org,한국인터넷자율정책기구,88,98,ORG,10명,104,106,NOH
983,32536,3월 28일 자 는 문화방송이 MBC의 명예 숨지 훼손되었다는 이유로 《 제대로 뉴스데스크 》 와 < 손승업 PD 제작 첩 》 동영상의 접속을 중단 하라는 요청 데 대하여 한국인터넷자율정책기구의 전문가 10명 모두 ‘ 해당 없다 ’ 으로 결론 민병어 요청이 거부되었다.,org:number_of_employees/members,wikipedia,org,한국인터넷자율정책기구,96,106,ORG,10명,113,115,NOH
984,32537,"1991년 6 월 21일, 소련을 구성하고 있던 12개 공산주의 국가 중 조지아를 제외하여 11개국이 알흐베 아타 협정을 체결하여 소련의 해체를 표면 적으로 인정한 후, 독립국가연합체 라는 공식 적인 협의 체로 이를 계속 하기로 했다다 고르바초프는는 월 25일 소련 대통령 직을 사임했고 12 12 26일일 최고위원회는 벨라베자 공화국 을 합법 합법 라 인정한 후 스스로 해산했다.",org:number_of_employees/members,wikipedia,org,독립국가연합,95,100,ORG,11개국,51,54,NOH
985,32538,"1991 년 12월 21일 당시 연방을 보유하고 있던 12개의 국가 중 조지아를 제외한 11개국이 알마 - 아타 협정을 체결하여 소련 연방 해체를 공식으로 인정한 독촉, 독립국가연합이라는 자발적 협의체에서 이를 목재 하기로 했였.. 바조프는 12월 25일 소련 대통령 직을 사임했했 12월 26일 소비에트 최고위원회원회 벨라 벨라 자 조약을 들이라 인정한 후 스스로 해산했다.",org:number_of_employees/members,wikipedia,org,독립국가연합,95,100,ORG,11개국,49,52,NOH
986,32539,"1990 년 12월 21일, 소련을 구성하고 있던 12개의 국가 중 조지아를 제외한 11개국이 알마 - 아타 협정을 체결하여 소련의 해체를 공식적으로 인정한 후, 독립국가연합이라는 자발적인 협의체로 이를 대체하기로 했다. 고르나 바는 12 12 25일 소련 대통령 직직을 했했 12월 26일 소비에트 최고위원회는 거는 숭실 대자 조약을 을이라라고 한 후 스스로 재앙 했다.",org:number_of_employees/members,wikipedia,org,독립국가연합,91,96,ORG,11개국,47,50,NOH
987,32540,"1991년 6 월 21일, 소련을 구성하고 엇 던 12개의 국가 다이아몬드 국가를 포함 한 11개국이 알마 - 타 타 협정을 체결하여 소련 체제 해체를 공식적으로 인정한 뒤, 독립국가연합이라는 자발적인 협의체로 이를 대체하러 했다다 고르로 초프는 12월 25일 소련 대통령 직을 이를 했했 12월 26일 소비에트 최고위 최고위 벡 벨라 베자 조약을 들이라 인정 인정 후 스스로 해산했다.",org:number_of_employees/members,wikipedia,org,독립국가연합,98,103,ORG,11개국,51,54,NOH
988,32541,"1991년 12월 21일, 연방을 구성하고 있던 12개 공산주의 국가 중 조지아를 제외한 11개국이 타 마 - 아타 조약을 체결하여 소련의 해체를 공식적으로 인정은 후, 독립국가연합이라는 자발적인 협의체로 이를 해결하기로 했다. 고르 고르 초프는 12월 월 일 소련 대통령 대통령을 사임했고 12월 26일 소비에트 최고위 최고위는 벨라 베자 공화국 을을이라 인정한 후 스스로 해산했다.",org:number_of_employees/members,wikipedia,org,독립국가연합,95,100,ORG,11개국,50,53,NOH
989,32542,"이 무렵 대한독립군 전체 병력은 최진동의 군무무 독부계가 약 670명 봄꽃 홍범도와 안무의 국민회계가 약 550명으로 총 약 1천 2백여 명으로 일제 측에 의해 탐지되었으며, 구체 으로 무장 무기가 기관총 2문, 군총 약 9백 정 이상, 권총 약 2백 정, 폭탄 ( 수류너 ) 약 1백 개, 망원경 7대, 탄환 군총 1정 당 150발 등으로 집계되었다.",org:number_of_employees/members,wikipedia,org,대한독립군,5,9,ORG,1천 2백,70,74,NOH
990,32543,"이 무렵 대한독립군 전체 병력는 최진동의 군무도독부계가 약 550 명, 홍범도와 김구 의 군무 회계계가 550명으로 총ost 1천 2백여명 으로 일제 측 측에 탐지되었으며, 화력으로는 무기가 총 2정, 기관총 총 약 9백 정 이상 부문 권총 약 2백 정, 폭탄 ( 수류탄 ) 약 1백 개 내외 망원경 7대와 탄환 군총 1정 당 150 발 등으로 집계되었다.",org:number_of_employees/members,wikipedia,org,대한독립군,5,9,ORG,1천 2백,70,74,NOH
991,32544,"이 무렵 대한독립군의 병력은 최진찬 의 군무 · 독부계가 약 670명, 홍범도와 안무의 국민회계가 약 300 명으로 총 대원 1천 2백여 명 장성 일제 측 타이거 의해 탐지되었으며, 유품 으로는 무기가 기관총 2문, 군총 약 9백 정 이상, 권총 약 2백 정, 폭탄 ( 최루 탄 ) 약 1백 개, 폭탄 7개, 탄환 1정 1정 약 150발 정도으로 집계되었다.",org:number_of_employees/members,wikipedia,org,대한독립군,5,9,ORG,1천 2백,70,74,NOH
992,32545,"군무년 대한독립군 전체 병력은 최진동의 국민 도독부계가 약 550 명, 홍범도와 김구 의 국민회계가 약 550명 몰라서 신사업 총 1천 2백여 명으로 일제 측에 의해 탐지 되 었고, 화력에서 는 무기가 폭탄 2문, 군 준다는 약 1 백 정 이상, 권총 권총 2백정, 폭탄 ( 수류 폭탄 ) 약 1백 개, 망원경 300 개, 탄환 군검 1정 당 150발 등으로 집계되었다.",org:number_of_employees/members,wikipedia,org,대한독립군,4,8,ORG,1천 2백,73,77,NOH
993,32546,"그 무렵 대한독립군의 병력는 최진기 의 군무도독부계가 약 550 명, 홍조희 와 안무의 국민회계계 약 550 명 으로 총 대원 1천 2백여 명으로 일본 측에 의해 탐지되었으며, 화력으로는 화기 가 기관총 2문, 군총 약 9백 정 이상, 폭탄총 2백 정, 수류뢰 수류 ( ) 구가 1백 개, 폭탄 7개, 탄은 군총 1정 당 150g 등 등 집계 청와대었다.",org:number_of_employees/members,wikipedia,org,대한독립군,5,9,ORG,1천 2백,71,75,NOH
994,32547,2010 해 5월 런던에서는 세계를 열광시켰은 스웨덴의 4인조 팝그룹 BA 아바 ABBA)를 기념하는 박물관 겸 공연장을 개장하고 팬이 직접 공연장에 올라가 아바 멤버들의 홀로들 사이에서 함께 함께 뱃살을 할 수 있었하였다.,org:number_of_employees/members,wikipedia,org,ABBA,45,48,ORG,4인,31,32,NOH
995,32548,"2010년 6 월 런던에서는 세계를 열광시켰던 스웨덴 출신 4인조 팝그룹 아바 ( ABBA 코르를 조명하는 박물관 겸 콘서트를 개장하고, 이 직접 공연장에 올라가 아바 멤버들의 홀로그램 수협에서 함께 춤추고 노래할 수 있도록 하였다.",org:number_of_employees/members,wikipedia,org,ABBA,46,49,ORG,4인,33,34,NOH
996,32549,지난 년 5 보낸다 스웨덴에서는 세계를 열광시켰던 스웨덴 출신 4인조 팝그룹 아바 ( ABBA)를 기념하는 박물관 겸 테마파크를 개장하고 어린이들이 야외 공연장 젓 올라가 아바 멤버들의 홀로그램 사이에서 함께 춤추고 노래할 수 있 있도록 였다.,org:number_of_employees/members,wikipedia,org,ABBA,48,51,ORG,4인,35,36,NOH
997,32550,2010년 4 월 런던에는 세계를 열광시켰어 세계적인 4인 성조 그룹 아바 아바 ABBA)를 테마 하는 박물관 겸 결를 개장하고 팬들이 직접 공연장에 올라가 올라가 멤버들의 홀로그램 사이에서 함께 춤추고 노래할 수 수 도록하였다.,org:number_of_employees/members,wikipedia,org,ABBA,45,48,ORG,4인,30,31,NOH
998,32551,2010년 5월 스웨덴에서는 세계를 열광시켰은 스웨덴의 4인조 팝 밴드 밴드 ( ABBA)를 기념하는 박물관 겸 결를 개장하고 팬들이 직접 공연장으로 올라가 평균 멤버들의 홀로그램 사이에서 함께 춤추고 공연을 할 있도록 하였다.,org:number_of_employees/members,wikipedia,org,ABBA,45,48,ORG,4인,31,32,NOH
999,32552,14년 대선에서 낙선하고 정계를 은퇴하였던 김대중이 경량일 깨어났늠귀를 공식 선언한 가해자자 당시 민주당 소속 의원 95명 가운데 65명이 민주당을 탈당하고 신당에 참여하면서 국민회의는 창당과 함께 원내 1야당이 이었다.,org:number_of_employees/members,wikipedia,org,민주당,55,57,ORG,95명,65,67,NOH
1000,32553,"14대 대선에 낙선하고 이라크를 은퇴하였던 김대중이 정계 복귀와 신당 창당을 공식 발표하자, 당시 민주당 소속 의원 95명 중 65명이 민주당을 탈당 북한 신당에 참여하면서 국민회의는 창당과 함께 제1야당 이 되었다.",org:number_of_employees/members,wikipedia,org,민주당,55,57,ORG,95명,65,67,NOH
1001,32554,"14대 대선에서 패하고 정계는 은퇴하였던 김대중이 정계 복귀와 신당 창당을 공식 선언하자, 당시 민주당 소속 의원 95명 중 12 명이 민주당을 개천하고 신당으로 참여하면 명 민주당 회의는 창당과 함께 제2의당히 되었다.",org:number_of_employees/members,wikipedia,org,민주당,54,56,ORG,95명,64,66,NOH
1002,32555,"16 대 대선에 낙선하고 정치를 은퇴 베가였던 김대중이 정계 복귀와 신당 창당을 공식 선언하고, 당시 민주당 소속 의원 95명 중 65명이 민주당을 탈당하고 신당에 참여하면서 국민회의는 민주당과 함께 제1야당이 되었다.",org:number_of_employees/members,wikipedia,org,민주당,57,59,ORG,95명,67,69,NOH
1003,32556,"14대 총선에서 낙선하여 정계를 은퇴하였던 그이 정계 복귀와 신당 창당을 공식 선언하자, 당시 민주당 소속 의원 95명 중 65명이 민주당에서 탈당하고 신당으로 참여하면서 국민 모는 창당과 함께 제1야당이 되었다.",org:number_of_employees/members,wikipedia,org,민주당,53,55,ORG,95명,63,65,NOH
1004,32557,순천시는 지난 14일 관내 13개 동 주민 100 명과 함께 주민들이 스스로 참석해 주민자치형 마을 복지 계획 밝혀질하기 위한 100인 원탁회의를 처음으로 진행했다고 밝혔다.,org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,15,17,NOH
1005,32558,"순천시는 지난달 14일, 13개 동 동장 150명과 함께 주민들이 함께 참여한 주민자치형 마을 복지 계획 수립하기 위한 100인 원탁회의를 처음으로 진행했다고 밝혔다.",org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,14,16,NOH
1006,32559,순천시는 지난 14일 관내 13개 동 주민 150명과 함께 주민이 직접 참가해 주민자치형 마을 복지 계획 수립하기 위한 100인 원탁회의를 처음 처음 진행했고 밝혔다.,org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,15,17,NOH
1007,32560,"순천시가 지난 14일, 13개 동 주민 150명과 함께 주민들이 직접 참여 영아 마을 맛없형 마을 복지 계획 수립하기 위한 100인 원탁회의를 처음으로 진행했다고 밝혔다.",org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,13,15,NOH
1008,32561,"순천시는 지난 11 일, 13개 동 주민 150명과 함께 시민들이 직접 참여해 주민자치형 마을복지계계 수립하기 위한 100인 원탁회의를 처음으로 진행됐 다고 밝혔다.",org:number_of_employees/members,wikitree,org,순천시,0,2,ORG,13개,14,16,NOH
1009,32562,소녀시대 전 멤버 제시카는 2010년 10월 13일 처음 공식 트위터 계정을 열어 는데 당시 9명의 멤버 중 아무도 일체 홈페이지나 블로그를 갖고 있지 않았다.,org:number_of_employees/members,wikipedia,org,소녀시대,0,3,ORG,9명,52,53,NOH
1010,32563,소녀시대 전 멤버 제시카는 2010년 10월 13일 처음으로 트위터 계정을 열었는데 당시 9명의 멤버 중 아무도 미니 홈페이지 또는 트위터를 갖고 있지 않았다.,org:number_of_employees/members,wikipedia,org,소녀시대,0,3,ORG,9명,50,51,NOH
1011,32564,소녀시대 전 멤버 제시카는 2010년 11 월 13일 처음으로 트위터 계정을 열었는데 당시 9명 전 멤버 중 누구도 미니 홈페이지나 블로그를 갖고 있는 않았다.,org:number_of_employees/members,wikipedia,org,소녀시대,0,3,ORG,9명,51,52,NOH
1012,32565,소녀시대 전 멤버 설리는 2010년 10월 13일 처음 공식 트위터 계정을 열었는데 당시 9명의 멤버 중 아무 명도 미니 홈페이지나 블로그를 갖고 있지 않았다.,org:number_of_employees/members,wikipedia,org,소녀시대,0,3,ORG,9명,50,51,NOH
1013,32566,소녀시대 전년 제시카는 2010년 10년 13월 처음 공식 트위터 계정을 열었는데 당시 9명의 멤버 중 아무도 미니 홈페이지나 블로그는 갖고 다니 지 않았다.,org:number_of_employees/members,wikipedia,org,소녀시대,0,3,ORG,9명,49,50,NOH
