,Unnamed: 0,id,sentence,label,source,category,subject_word,subject_start,subject_end,subject_type,object_word,object_start,object_end,object_type
28363,28363,33833,이외수은 경상남도 함양군 출생 에서 나서 서 태어나 강원도 인제군 본가에서 성장하여 였다.,per:place_of_birth,wikipedia,per,이외수,0,2,PER,경상남도 함양,5,11,LOC
28363,28363,33834,"이외수는 경상남도 함양군 외가에서 태어나서, 강원도 인제군 본가에서 성장하였다.",per:place_of_birth,wikipedia,per,이외수,0,2,PER,경상남도 함양,5,11,LOC
28419,28419,33835,헨리 텐디는 영국 웨스트미들랜즈주 코번트리서 전직 군인의 아들로 태어난다.,per:place_of_birth,wikipedia,per,헨리 텐디,0,4,PER,영국 웨스트미들랜즈주 코번트리,7,22,LOC
28419,28419,33836,헨리 텐디는 영국 웨스트미들랜즈주 코번트리에서 전직 군인의 아들로 태어난다.,per:place_of_birth,wikipedia,per,헨리 텐디,0,4,PER,영국 웨스트미들랜즈주 코번트리,7,22,LOC
28419,28419,33837,헨리 텐디은 영국 웨스트미들랜즈주 코번트리에서 전직 군인의 손자 로 태어난다.,per:place_of_birth,wikipedia,per,헨리 텐디,0,4,PER,영국 웨스트미들랜즈주 코번트리,7,22,LOC
28419,28419,33838,헨리 텐디는 영국 웨스트미들랜즈주 코번트리에서 전직 경찰 의 아들로 태어난다.,per:place_of_birth,wikipedia,per,헨리 텐디,0,4,PER,영국 웨스트미들랜즈주 코번트리,7,22,LOC
28768,28768,33839,루자인 알하틀룰은 2015 곰곰 12월에 사우디아라비아 역사상 최초으로 여성이 선거권권 행사한 후에 출마를 시도하 다가 저지당했다.,per:place_of_birth,wikipedia,per,루자인 알하틀룰,0,7,PER,사우디아라비아,23,29,LOC
28768,28768,33840,루자인 알하틀룰은 2015년 12년 에 사우디아라비아 역사상 최초로 무슬림 이 선거권이 상실 한 지방선거 후보에 출마 했했 살해 당했다.,per:place_of_birth,wikipedia,per,루자인 알하틀룰,0,7,PER,사우디아라비아,22,28,LOC
28768,28768,33841,루자인 알하틀룰은 2015년 12 12에도 사우디아라비아 역사상 처음 로 여성 238 선거권이 획득 한 지방선거 출마를 시도했다가 결국패 했다.,per:place_of_birth,wikipedia,per,루자인 알하틀룰,0,7,PER,사우디아라비아,24,30,LOC
28768,28768,33842,루자인 알하틀룰은 2015년 12월에 사우디아라비아 역사상 최초로 여성이 선거권을 행사한 지방선거 개최 를 시도했다가 저지당했다.,per:place_of_birth,wikipedia,per,루자인 알하틀룰,0,7,PER,사우디아라비아,21,27,LOC
28768,28768,33843,루자인 알하틀룰은 2015년 12월에 사우디아라비아 바둑상 최초로 여왕 이 선거장 을 활용해 지방선거 개입 를 시도했으나 저지당했다.,per:place_of_birth,wikipedia,per,루자인 알하틀룰,0,7,PER,사우디아라비아,21,27,LOC
28879,28879,33844,1946의 평안강 진 강서 포 ( 평안 의 진 포특별시 ) 라고 알려져 있으며 공식적으로 평안남도 강서군에서 하대학의 아들로 태어난 하용조 씨 는 태평양 전쟁을 통해 경기도 이천를 거쳐 목포까 까로 피난을 온 실향민이다.,per:place_of_birth,wikipedia,per,하용조,74,76,PER,평안남도 강서군,50,57,LOC
28879,28879,33845,1946년 평안북도 진남포시 켜의 남 ( ( 시 ) 에서 출생했 지만 공식적으로 평안남도 강서군에서 하대학의 아들로 태어난 하용조 목사는 한국전쟁을 통해 경기도 이천을 거쳐 전라남도 전라남도 까지 피난을 온 실향민이다.,per:place_of_birth,wikipedia,per,하용조,69,71,PER,평안남도 강서군,45,52,LOC
28879,28879,33846,1946 당시 평안북도 진남시 ( 현재의 남남 특별시 ) 라고 캐럴 있지만 실질 적으로 평안남도 강서군에서 하대학의 아들 성모 태어난 하용조 목사는 한국전쟁을 통해 통해 이천을 거쳐 전라남도 목포까지지 을 온 목포 향민이다.,per:place_of_birth,wikipedia,per,하용조,75,77,PER,평안남도 강서군,49,56,LOC
28879,28879,33847,1946년 평안북도 진남포 ( 현재 진 남포특별시 ) 라고 알려져 있지만 공식적으로 평안남도 강서군에서 하대학의 아들으로 태어난 하용조 목사는 한국전쟁를 통해 경기 이천위성 거쳐 전라남도 목포 목포 지 피난을 온 귀 향민이다.,per:place_of_birth,wikipedia,per,하용조,72,74,PER,평안남도 강서군,47,54,LOC
28879,28879,33848,1946년 평안북도 진남포 ( 현재의 남포특별시 ) 라고 알려져 있지만 공식상 평안남도 강서군에서 하대학의 아들로 태어난 하용조 목사는 한국전쟁를 통해 경기 이천을 거쳐 전라남도 목포까지 피란 을 온 실향민이다.,per:place_of_birth,wikipedia,per,하용조,68,70,PER,평안남도 강서군,44,51,LOC
28909,28909,33849,"툰쿠 압둘 라만는 1903년 2월 8일, 말레이시아 킬 알로르스타르에서 태어났다.",per:place_of_birth,wikipedia,per,툰쿠 압둘 라만,0,7,PER,말레이시아,23,27,LOC
28909,28909,33850,"툰쿠 압둘 라만은 1903년 11 경전철 15 일, 말레이시아 쿠알 르스타푸르 에서 태어났다.",per:place_of_birth,wikipedia,per,툰쿠 압둘 라만,0,7,PER,말레이시아,29,33,LOC
28909,28909,33851,"툰쿠 압둘 라만은 1903년 2월 8일, 말레이시아의 알로알 스타르에서 태어났다.",per:place_of_birth,wikipedia,per,툰쿠 압둘 라만,0,7,PER,말레이시아,23,27,LOC
28909,28909,33852,"툰쿠 압둘 라만는 189 3년 2 월 8일, 말레이시아의 알로르스타르에서 태어났다.",per:place_of_birth,wikipedia,per,툰쿠 압둘 라만,0,7,PER,말레이시아,25,29,LOC
28909,28909,33853,"툰쿠 압둘 라만은 1903년 11 월 8일, 말레이시아의 알로르스타르에서 태어났다.",per:place_of_birth,wikipedia,per,툰쿠 압둘 라만,0,7,PER,말레이시아,25,29,LOC
29069,29069,33854,소냐 옐리치는 1965년 뉴질랜드의 오클랜드 보여도 달마티아 카운티 출생 을 과천 크로아티아계 가족 사이에서 태어났다.,per:place_of_birth,wikipedia,per,소냐 옐리치,0,5,PER,뉴질랜드,14,17,LOC
29069,29069,33855,소냐 옐리치는 1965년 뉴질랜드의 오 효도 카운티 달마티아에서 이민을 온 크로아티아계 가족 사이에서 태어났다.,per:place_of_birth,wikipedia,per,소냐 옐리치,0,5,PER,뉴질랜드,14,17,LOC
29069,29069,33856,소냐 옐리치는 1965년 뉴질랜드의 오스트 에서 달마티아에서 이민을 간 크로아티아계 가족 가정 에서 태어났다.,per:place_of_birth,wikipedia,per,소냐 옐리치,0,5,PER,뉴질랜드,14,17,LOC
29069,29069,33857,소냐 옐리치는 1965년 뉴질랜드의 오클랜드와 달마티아에서 이민을 온 크로아티아인 가족 가정 에서 태어났다.,per:place_of_birth,wikipedia,per,소냐 옐리치,0,5,PER,뉴질랜드,14,17,LOC
29069,29069,33858,소냐 옐리치는 1965년 뉴질랜드의 오클랜드와 달마티아 [ unused359 ] 뉴질랜드 을 온 뉴질랜드 계 에서 태어났다.,per:place_of_birth,wikipedia,per,소냐 옐리치,0,5,PER,뉴질랜드,14,17,LOC
30837,30837,33859,"백한성 ( 白 漢 成, 水 原 成, 1899년 6월 15일 조선 충청도 공주 ~ 1971년 10월 23 일 대한민국 서울에서 사망 ) 이 대한제국 의 정치인이자 변호사이다.",per:place_of_birth,wikipedia,per,백한성,0,2,PER,조선 충청도 공주,33,41,LOC
30837,30837,33860,"백한성 白 한 成, 水 原 人, 1899년 6월 15일 조선 충청도 공주 ~ 1971 年 3 월 13일 대한민국 서울에서 사망 ) 는 대한민국의 대법관 이자 변호사이다.",per:place_of_birth,wikipedia,per,백한성,0,2,PER,조선 충청도 공주,31,39,LOC
30837,30837,33861,"백한성 ( 百 한 成, 水 原 人, 1899년 6 15일 조선 충청도 공주에서 1971년 10 월 23 일 대한민국 서울특별시에 사망 ) 는 대한민국의 정치인이며 변호사이다.",per:place_of_birth,wikipedia,per,백한성,0,2,PER,조선 충청도 공주,32,40,LOC
30837,30837,33862,"백한성 ( 白 한 成, 水 人, 1899년 6월 15, 조선 충청도 공주 ~ 1971년 10월 13일 대한민국 부산 에서 사망 ) 는 대한민국의 정치인이자 변호사이다.",per:place_of_birth,wikipedia,per,백한성,0,2,PER,조선 충청도 공주,31,39,LOC
30837,30837,33863,"백한성 ( 百 한 成 水 人, 1899년 6 월 15일 조선 충청도 공주 ~ 1971년 10월 13일 대한민국 서울에서 사망 ) 은 대한민국의 정치인이자 변호사이다.",per:place_of_birth,wikipedia,per,백한성,0,2,PER,조선 충청도 공주,31,39,LOC
30838,30838,33864,윤호중은 경기도 장단도 출신으로 배재고등학교 미술교사였던 조각가 김복진 선생에게 사사했다.,per:place_of_birth,wikipedia,per,윤호중,0,2,PER,경기도,5,7,LOC
30838,30838,33865,윤호중은 경기도 장단군 출신로 경복 고등학교 미술교사였던 조각가 이수 진 선생에게 사사했다.,per:place_of_birth,wikipedia,per,윤호중,0,2,PER,경기도,5,7,LOC
30838,30838,33866,윤호중은 경기도 장단도 출신으로 배재고등학교 미술교사였던 조각가 김복진 최성에게 사사했다.,per:place_of_birth,wikipedia,per,윤호중,0,2,PER,경기도,5,7,LOC
30838,30838,33867,윤호중은 경기도 장단의 출생 으로 배재고등학교 미술교사였던 조각가 김복진 선생에게 배웠 했다.,per:place_of_birth,wikipedia,per,윤호중,0,2,PER,경기도,5,7,LOC
30838,30838,33868,윤호중은 경기도 장단도 출신으로 배재고등학교 미술교사였던 조각가 김복 코스타 선생으로 게 공부 했다.,per:place_of_birth,wikipedia,per,윤호중,0,2,PER,경기도,5,7,LOC
30839,30839,33869,시뮬버그 가 숭배 하고 칭송했던 밝고 낙관 적인 시뮬라크르 고여 10년 간격의 장 보드리야르 ( 1929년 7월 6 일 재취업 프랑스 ) ~ 1995년 3월 6일 ) 의 매우 어둡고 비관적인 허무주의로 대체되 었다. 된다.,per:place_of_birth,wikipedia,per,보드리야르,46,50,PER,프랑스,71,73,LOC
30839,30839,33870,두 철학자가 열광하고 칭송한 매우 밝고 역동적인 시뮬모 크르는 10년 간격의 장 보드리야르 ( 1929년 7월 27일 ( 프랑스 ) ~ 1995 년 3 / 6분 ) 의 매우 어둡고 비관적인 허무주의로 대체되었다. 된다.,per:place_of_birth,wikipedia,per,보드리야르,45,49,PER,프랑스,68,70,LOC
30839,30839,33871,"두 철학자가 찬양 하고 칭송하 던 밝고 역동적인 시뮬라르 르는 2 년 간격의 장 보드리야르 ( 1929년 11 월 13 일 ( 프랑스 ) ~ 2007월 3 월 6일, 의 매우 어둡고 비관적인 현실 주의로 대체되었다. 된다.",per:place_of_birth,wikipedia,per,보드리야르,45,49,PER,프랑스,71,73,LOC
30839,30839,33872,두 철학자가 열광하고 열광 했듯 밝고 역동적인 시뮬라멘 르가 1 년 간격의 장 보드리야르 ( 1929년 7월 27일 ( 프랑스시간 ~ 2007년 3 / 6분 ) 에게 매우 어둡고 비관적인 허무 현실 배반 대체되었다. 된다.,per:place_of_birth,wikipedia,per,보드리야르,44,48,PER,프랑스,67,69,LOC
30839,30839,33873,두 비평가 가 열광하고 칭송했는 밝고 역동적인 볼 라크르가 10년 전 의 장 보드리야르 ( 1929년승차월 27일 ( 프랑스 ) ~ 2010 년 3월 6일 ~ 의 경우 어둡고 비관적인 허무주의로 얼룩하 었다. 된다.,per:place_of_birth,wikipedia,per,보드리야르,43,47,PER,프랑스,66,68,LOC
30840,30840,33874,은퇴한'스프 수치 왕'우사인 볼트 ( 자메이카 ) 가 2020 일본 도쿄올림픽 · 패럴림픽의 주경기장으로 사용될 신 신국립경기장 트랙을 질주했다.,per:place_of_birth,wikitree,per,우사인 볼트,12,17,PER,자메이카,21,24,LOC
30840,30840,33875,은퇴한'스프린트 왕'우사인 볼트'자메이카 ) 가 2020년 도쿄 하계 림픽 · 패럴림픽의 주경기장으로 활용 될 도쿄 신국립경기장 트랙을 질주했다.,per:place_of_birth,wikitree,per,우사인 볼트,11,16,PER,자메이카,18,21,LOC
30840,30840,33876,은퇴한 거듭 스프린트 왕'우사인 볼트 ( 자메이카 ) 가 1964 년 도쿄올림픽 · 충남 일화 주경기장으로 사용되 신 신국국 경기장 트랙을 질주했다.,per:place_of_birth,wikitree,per,우사인 볼트,14,19,PER,자메이카,23,26,LOC
30840,30840,33877,은퇴한'백 린트 왕'우사인 볼트 ( 자메이카 ) 가 2020년 도쿄 올림픽림픽 패럴림픽의 주경기장장 사용될 도쿄 신국립립 장장 을 질주했다.,per:place_of_birth,wikitree,per,우사인 볼트,11,16,PER,자메이카,20,23,LOC
30840,30840,33878,질주 한 스프의 린트 왕과 우사인 볼트 ( 자메이카 ) 가 2020년 도쿄올림픽 · 패럴림픽 의 주경기장으로 활용 될 도쿄 신국립립 장 트랙을 질주했다.,per:place_of_birth,wikitree,per,우사인 볼트,15,20,PER,자메이카,24,27,LOC
31365,31365,33879,"리오넬 메시가 상대 한 아르헨티나 축구 감독 중 리오넬 메시를 가장 효과 항쟁 활용하던 감독으로 평가받 고 있으며, 리오넬 메시가 국가대표에서 활약 하로 소문이 많 는 주인공이다.",per:place_of_birth,wikipedia,per,리오넬 메시,0,5,PER,아르헨티나,13,17,LOC
31365,31365,33880,"리오넬 메시가 경험한 아르헨티나 축구계에서 리오넬 메시를 가장 적극 적으로 활용하는 감독으로 평가받고 있으며, 리오넬 메시가 국가대표에서 부진하 다는 소문을 만들 는 주인공이다.",per:place_of_birth,wikipedia,per,리오넬 메시,0,5,PER,아르헨티나,12,16,LOC
31365,31365,33881,"리오넬 메시가 겪 한 아르헨티나팀 감독 중 리오넬 메시가 가장 적극 적으로 활용하는 감독으로 평가받고 있으며, 리오넬 메시가 국가대표에서 부진하다는 소문을 잠재우는 주인공이다.",per:place_of_birth,wikipedia,per,리오넬 메시,0,5,PER,아르헨티나,12,16,LOC
31365,31365,33882,리오넬 메시와 경험은 아르헨티나 축구 감독 중 리오넬 메시를 가장 효과적으로 지도 하는 사령탑 으로 평가받고있 으며 특히 리오넬 메시가 국가대표에서 부진하다는 소문을 잠재우는 주인공이다.,per:place_of_birth,wikipedia,per,리오넬 메시,0,5,PER,아르헨티나,12,16,LOC
31365,31365,33883,"리오넬 메시가 경험한 아르헨티나 축구 감독 保 리오넬 메시를 가장 효과적으로 활용하는 감독으로 호평 받고있 으며, 리오넬 메시가 아르헨티나 대표에서 부진하다는 소문을 잠재우는 주인공이다.",per:place_of_birth,wikipedia,per,리오넬 메시,0,5,PER,아르헨티나,12,16,LOC
31366,31366,33884,"이후 대한민국 제16대, 제17대 대통령은 노무현 의원과 이명박 의원이 선출 됐다.",per:place_of_birth,wikipedia,per,노무현,24,26,PER,대한민국,3,6,LOC
31366,31366,33885,"마침내 대한민국 제16대, 제 17 대 대통령에 노무현 의원과 문재인 의원이 당선됐다.",per:place_of_birth,wikipedia,per,노무현,27,29,PER,대한민국,4,7,LOC
31366,31366,33886,"이후 대한민국 제16대, 제17대 대통령에 노무현 의원, 이명박 대통령 이 당선됐다.",per:place_of_birth,wikipedia,per,노무현,24,26,PER,대한민국,3,6,LOC
31366,31366,33887,"이후 대한민국 제16대, 제17대 대통령에 노무현 의원과 이명박 의원이 당선됐다.",per:place_of_birth,wikipedia,per,노무현,24,26,PER,대한민국,3,6,LOC
31366,31366,33888,"이후 대한민국 제16대, 제17회 대통령에 노무현 의원, 이명박 의원 등 선출 됐다.",per:place_of_birth,wikipedia,per,노무현,24,26,PER,대한민국,3,6,LOC
31367,31367,33889,"우정문은 을지문덕이나 고구려 장군 이 올 때마다 신하 로 삼으라는 양제의 밀 피울에 맞춰 을지문덕을 포로아 잡으려 했으나 우우 문술, 유유사룡 등 주변 장수들이 반대하자 지금 과 같이 말았이다. 항복한 장군을 붙잡으면 목숨을 걸고 싸울 것이라 했다.",per:place_of_birth,wikipedia,per,을지문덕,5,8,PER,고구려,12,14,DAT
31367,31367,33890,우정문은 을지문덕이나 고구려왕이 올 때마다 신하 로 삼으라는 양제제 밀명에 따라 을지문덕을 인질 로 잡으려 했으나 우 을지 문술술 유유 유유 룡룡 주변 장수들이 반대 반대 며 다음과 같이 말했다. 항복한 장군을 붙잡으면 재물 을 쳐아 trol 것이라고 했다.,per:place_of_birth,wikipedia,per,을지문덕,5,8,PER,고구려,12,14,DAT
31367,31367,33891,"김명 문은 을지문덕이나 고구려왕이 올 때 마중자 로 삼으라는 고구려왕 의 엄 명에 따라 을지문덕을 포로아 잡으려 했으나, 우문술, 유유사룡 같의 장수들이 반대하자 다음과 같 말하 다. 항복한 장군을 잡 으면 목숨을 내놓 고 싸울 것이라고 했다.",per:place_of_birth,wikipedia,per,을지문덕,6,9,PER,고구려,13,15,DAT
31367,31367,33892,"우정문이 을지문덕을 고구려왕이 올 때마다 신하 로 삼으라는 양왕 의 밀명을 직행 을지문덕을 포로아 잡으려 했으나, 우문술, 유유유술 등 부하 장수들이 반대하자 다음과 같이 말하 다. 항복 과천시 장군을 죽이면 목숨을 걸고 싸울 것이라고 했다.",per:place_of_birth,wikipedia,per,을지문덕,5,8,PER,고구려,11,13,DAT
31367,31367,33893,"우정문은 을지문덕이나 고구려왕이 올 때마다 포로로 삼으라는 양제사의 밀명에 따라 을지문덕을 포로로 잡고 려 했으나, 우문술, 유유우 룡 등 7000 장수들이 반대한다 며 다음과 같이 말했다.들이 장군을 잡 으면 목숨을 내놓 고 싸울 것머리라고 했다.",per:place_of_birth,wikipedia,per,을지문덕,5,8,PER,고구려,12,14,DAT
31368,31368,33894,전반 5분 세네갈의 엘 하지 디우프가 상대 진영 오른쪽으로 돌진해 페널티 지역으로 패스했지만 살리프 디아바 가 받아 슛 했으나 골키퍼 바르테스 앞으로 직행했다.,per:place_of_birth,wikipedia,per,엘 하지 디우프,11,18,PER,세네갈,6,8,ORG
31368,31368,33895,전반 5분 세네갈의 엘 하지 디우프가 상대 진영 오른쪽으로 돌진하여 페널티 지역 안으로 넘겼 지만 살리프 디아오가 받아 슛 했지만 골키퍼 바르테스 앞으로 직행했다.,per:place_of_birth,wikipedia,per,엘 하지 디우프,11,18,PER,세네갈,6,8,ORG
31368,31368,33896,후반 45 분 세네갈의 엘 하지 디우프가 페널티지역 오른쪽으로 돌진해 페널티지역 으로 찔러었 지만 라 프 디아오가 받아 슈팅했지만 골키퍼 바르테스 앞에 직행했다.,per:place_of_birth,wikipedia,per,엘 하지 디우프,13,20,PER,세네갈,8,10,ORG
31368,31368,33897,전반 5분 세네갈의 엘 하지 디우프가 프랑스 진영 오른쪽으로 돌진해 골 지역으로 패스했지만 살리프 디아바 가 직접 슈팅 했 지만 골키퍼 바르테스 앞으로 직행했다.,per:place_of_birth,wikipedia,per,엘 하지 디우프,11,18,PER,세네갈,6,8,ORG
31368,31368,33898,전반 5분 세네갈의 엘 하지 디우프가 프랑스 진영 오른쪽으로 침투어 위험 지역으로 패스했지만 라 프 디아오가 받아 슈팅했지만 골키퍼 바르테스 정면 으로 직행했다.,per:place_of_birth,wikipedia,per,엘 하지 디우프,11,18,PER,세네갈,6,8,ORG
31369,31369,33899,"김 우 ( 金, 본명 김학철 / 1971년 7 월 22일 ~ ) 는 대한민국의 가수이다.",per:place_of_birth,wikipedia,per,김학철,12,14,PER,대한민국,38,41,LOC
31369,31369,33900,"김연우 ( 金우 본명 김학철, 1973고 7월 10 일 ~ ) 는 대한민국 록 가수이다.",per:place_of_birth,wikipedia,per,김학철,12,14,PER,대한민국,37,40,LOC
31369,31369,33901,"김 우 ( 金, 본명 김학철, 1973 년 7월 10예생 ) 는 대한민국의 가수이다.",per:place_of_birth,wikipedia,per,김학철,12,14,PER,대한민국,36,39,LOC
31369,31369,33902,"김연우 金, 본명 김학철, 1971년 7월 22일 ~ ) 는 대한민국의 가수이다.",per:place_of_birth,wikipedia,per,김학철,10,12,PER,대한민국,34,37,LOC
31369,31369,33903,"김연우 ( 金, 본명 김학철 / 1971년 7월 10 일 ~ ) 는 대한민국의 가수이다.",per:place_of_birth,wikipedia,per,김학철,12,14,PER,대한민국,38,41,LOC
31370,31370,33904,"기예르모 프랑코 { Guillermo Frano, 1976년 2월 11일 ~ ] 는 아르헨티나 태생의 멕시코 은퇴한 축구 선수로 스트라이커로 활약했습니다.",per:place_of_birth,wikipedia,per,기예르모 프랑코,0,7,PER,멕시코,57,59,LOC
31370,31370,33905,"기예르모 프랑코 ( Guillermo Frank co, 1976 年 2월 11 일 ~ ) 는 아르헨티나 태생의 멕시코 은퇴 축구 축구 미드필더 로 스트라이커 스트라이커 활약했습니다.",per:place_of_birth,wikipedia,per,기예르모 프랑코,0,7,PER,멕시코,62,64,LOC
31370,31370,33906,"기예르모 프랑코 ( Guillermo Fran 남한산성, 1976년 2월 11일 ~, 는 아르헨티나 태생의 멕시코 은퇴한 축구 선수로 스트라이커로 중령습 습니다.",per:place_of_birth,wikipedia,per,기예르모 프랑코,0,7,PER,멕시코,60,62,LOC
31370,31370,33907,"기예르모 프랑코 [ Guillerm모 Franco, 1976년 10 월 11 일 ~ ) 는 아르헨티나 태생의 멕시코 은퇴한 축구 선수로 스트라이커로 활약했습니다.",per:place_of_birth,wikipedia,per,기예르모 프랑코,0,7,PER,멕시코,61,63,LOC
31370,31370,33908,"기예르모 프랑코 < Guillermo Franco, 1976년 10 월 11일 ~ ) 은 아르헨티나 태생의 멕시코 은퇴한 축구 선수로 스트라이커으로 활약했습니다.",per:place_of_birth,wikipedia,per,기예르모 프랑코,0,7,PER,멕시코,60,62,LOC
31371,31371,33909,에니올라 알루코 ( Enioll Aluko ) 는 나이지리아 라고스에서 태어나 2년에 가족과 함께 영국 버밍엄으로 이주했습니다.,per:place_of_birth,wikipedia,per,에니올라 알루코,0,7,PER,나이지리아 라고스,28,36,LOC
31371,31371,33910,에니올라 알루코 [ Eniola Aruc o ) 는 나이지리아 라고스에서 태어나 한살 때 가족와 함께 영국 버밍엄으로 이주했습니다.,per:place_of_birth,wikipedia,per,에니올라 알루코,0,7,PER,나이지리아 라고스,29,37,LOC
31371,31371,33911,에니올라 알루코 ( E iola Aluko ) 는 나이지리아 라고스 나부 태어나 한 살 때 가족과 함께 영국 버밍엄엄 이주했습니다.,per:place_of_birth,wikipedia,per,에니올라 알루코,0,7,PER,나이지리아 라고스,28,36,LOC
31371,31371,33912,에니올라 알루코 ( Eniola Aluc o ) 는 나이지리아 라고스 좌파 태어나 한 살 때 부모 과 함께 영국 버밍엄으로 이주했습니다.,per:place_of_birth,wikipedia,per,에니올라 알루코,0,7,PER,나이지리아 라고스,29,37,LOC
31371,31371,33913,에니올라 알루코 [ Eniola Alucco ) 는 나이지리아 라고스에서 태어나 한 살에 가족과 함께 영국 버스튼로 이주했습니다.,per:place_of_birth,wikipedia,per,에니올라 알루코,0,7,PER,나이지리아 라고스,29,37,LOC
31372,31372,33914,벤 헨더슨은 콜로라도 주 콜로라도 스프링스에서 주한계 군인 아버지와 한국인 어머니 김성 화 사이에서 두 아들 중 둘째로 태어났습니다.,per:place_of_birth,wikipedia,per,벤 헨더슨,0,4,PER,콜로라도,7,10,LOC
31372,31372,33915,벤 헨더슨은 콜로라도주 콜로라도 스프링스에서 재미 미군인 아버지와 한국인 어머니 김성화 사이에서 두 아들 중 둘째로 태어났습니다.,per:place_of_birth,wikipedia,per,벤 헨더슨,0,4,PER,콜로라도,7,10,LOC
31372,31372,33916,벤 헨더슨은 콜로라도주 콜로라도 덴 스에서 재미교인 인 아버지와 한국인 어머니 김성화 사이의 두 자녀 중 둘째로 태어났습니다.,per:place_of_birth,wikipedia,per,벤 헨더슨,0,4,PER,콜로라도,7,10,LOC
31372,31372,33917,벤 헨더슨은 콜로라도주 콜로라도 스프링스에서 주한미군인 아버지환과 어머니 김현희 사이에서 두 아들 가운데 둘째로 태어났습니다.,per:place_of_birth,wikipedia,per,벤 헨더슨,0,4,PER,콜로라도,7,10,LOC
31372,31372,33918,벤 헨더슨은 콜로라도주 콜로라도 스프링스에서 주한미 군인 인 아버지와 한국인 어머니 김성화 사이에서 두 아들 중 하나으로 태어났습니다.,per:place_of_birth,wikipedia,per,벤 헨더슨,0,4,PER,콜로라도,7,10,LOC
31373,31373,33919,"루이 라모스 ( 1957년 2 월 9일, 브라질 리우데자네이루 ~ ) 는 일본의 전직 축구 선수, 축구 코치 ( J리그 인증 S 레벨 코치 ), 전 축구 선수 위안 배우입니다.",per:place_of_birth,wikipedia,per,루이 라모스,0,5,PER,브라질 리우데자네이루,23,33,LOC
31373,31373,33920,"루이 라모스 ( 1957 년 2월 9일, 브라질 리우데자네이루 출생 ) 는 로맨의 전 축구 선수, FC 코치 ( JFA 인증 S 레벨 코치 ), 풋 홍문 선수 및 배우입니다.",per:place_of_birth,wikipedia,per,루이 라모스,0,5,PER,브라질 리우데자네이루,23,33,LOC
31373,31373,33921,"루이 라모스 ( 1957년 2시 팻일, 브라질 리우데자네이루 출생 ) 는 일본의 전 축구 선수, 축구 코치 ( JFA 인증 프로 레벨 코치 ) 및 풋살 선수 및 배우입니다.",per:place_of_birth,wikipedia,per,루이 라모스,0,5,PER,브라질 리우데자네이루,22,32,LOC
31373,31373,33922,"루이 라모스 [ 1957년 2 월 9일, 브라질 리우데자네이루 ~ ) 는 일본의 전 축구 선수이 일본축구협회 ( JFA ) S 레벨의 미드필더, 풋살 선수 및 배우입니다.",per:place_of_birth,wikipedia,per,루이 라모스,0,5,PER,브라질 리우데자네이루,23,33,LOC
31373,31373,33923,"루이 라모스위원회 1957 年 2월 9 일, 브라질 리우데자네이루 출생 ) 는 일본의 전 야구 선수, 축구 코치 ( J리그 인증 S 레벨 코치 ) 깊 풋살 선수, 배우입니다.",per:place_of_birth,wikipedia,per,루이 라모스,0,5,PER,브라질 리우데자네이루,25,35,LOC
31374,31374,33924,자멘호프은 1859년 당시 러시아 제국 < 현 폴란드 ) 이었던 비아위스토크에서 마르쿠스 자멘호프와 로절린드 말씀퍼 사이 산업체로 태어났습니다.,per:place_of_birth,wikipedia,per,자멘호프,0,3,PER,러시아 제국,15,20,LOC
31374,31374,33925,자멘호프 는 190 9년 당시 러시아 제국 ( 현 폴란드 ) 이었던 비아위프 에서 보리르 자멘호프와 로절린 소 소퍼의 아들로 태어났습니다.,per:place_of_birth,wikipedia,per,자멘호프,0,3,PER,러시아 제국,17,22,LOC
31374,31374,33926,자멘호프는 1859년 당시 러시아 제국 ( 현 폴란드 ) 이었던 비아위스토크에서 마르쿠스 자멘호프와 로절 기 드 프레 퍼의 아들로 태어났습니다.,per:place_of_birth,wikipedia,per,자멘호프,0,3,PER,러시아 제국,15,20,LOC
31374,31374,33927,자멘호프는 185 다저스년 당시 러시아 제국 ( 현 러시아 ) 이었었바로 위 [ unused412 ] 와 마르쿠스 자멘호프와 로 로드 드 소의 의 아들 220 태어났습니다.,per:place_of_birth,wikipedia,per,자멘호프,0,3,PER,러시아 제국,18,23,LOC
31374,31374,33928,자멘호프는 190 9년 제정 러시아 제국 ( 현 러시아 ) 이었던 비아위스토크에서 마르쿠스 자멘호프와 로절린드 소퍼 둘째 아들로 태어났습니다.,per:place_of_birth,wikipedia,per,자멘호프,0,3,PER,러시아 제국,16,21,LOC
31375,31375,33929,뉴질랜드에서 태어난 마이클 피츠제럴드는 뉴질랜드 대학 을 꿈꾸 고 있었습니다.,per:place_of_birth,wikipedia,per,마이클 피츠제럴드,11,19,PER,뉴질랜드,0,3,LOC
31375,31375,33930,뉴질랜드에서 온 마이클 피츠제럴드는 뉴질랜드 국적을 가지고 있습 습니다.,per:place_of_birth,wikipedia,per,마이클 피츠제럴드,9,17,PER,뉴질랜드,0,3,LOC
31375,31375,33931,뉴질랜드에서 태어난 마이클 피츠제럴드는 뉴질랜드 국적을 갖 고 있었습니다.,per:place_of_birth,wikipedia,per,마이클 피츠제럴드,11,19,PER,뉴질랜드,0,3,LOC
